condition,channel,mean,variance,skewness,kurtosis,peak_to_peak,fft_mean,fft_std,fft_max,wavelet_energy,wavelet_entropy,delta_power,theta_power,slow_alpha_power,alpha_power,beta_power,gamma_power
EO,Fp1,-6.120447262273557e-10,3.916291215732732e-11,0.16246048007863287,0.5334880662857477,5.930859716492597e-05,0.0004951798936813866,0.0014508356526574753,0.02734649278002376,2.3503700600258076e-06,,2.9379196987263247e-12,2.0150985102583273e-12,2.7463761384025377e-12,1.8659725532356872e-12,4.1152257225158353e-13,1.3689232723801847e-13
EO,Fp2,-1.3010874239415442e-08,4.144551897390762e-11,0.15240815495299392,0.36892784410146007,6.0364272341531115e-05,0.0005043410669997334,0.0014942404072763012,0.02173097437295546,2.4875271201036426e-06,,3.5062260087050123e-12,2.089911596418867e-12,2.656956336704071e-12,1.9137085024553833e-12,4.359384660515145e-13,1.3250732534857303e-13
EO,F7,-1.5227235332667158e-08,5.2022529065077205e-11,0.069940336902889,1.2832307011001358,7.805321877227655e-05,0.0005394457413149323,0.0016825076977690092,0.03399123756176569,3.1224770529715785e-06,,5.1328120389623295e-12,2.051030370765427e-12,2.7788851469487615e-12,2.29381023149064e-12,3.9212317781234735e-13,1.5064623927989996e-13
EO,F3,3.588575476305861e-08,5.17598603859417e-11,-0.067142164122028,0.7815402599415444,7.216701812096302e-05,0.0005492465836914566,0.001674653077815528,0.03283294571977993,3.1063759160383692e-06,,4.688392783905995e-12,2.714250761094045e-12,3.272144548453773e-12,2.1711644891946095e-12,5.632657017772901e-13,1.1854878929077367e-13
EO,Fz,2.3440979130820984e-08,5.7035244288389204e-11,0.08729514226622828,0.48532253059340347,7.81993441203357e-05,0.000586365580678422,0.0017546613217407732,0.023659889724826293,3.422877592220907e-06,,3.892434641041819e-12,3.5522800847463294e-12,3.8088278712090115e-12,2.4411392021945297e-12,7.114638865304875e-13,1.1904719383513418e-13
EO,F4,6.886291372073903e-09,4.671722365802346e-11,0.1049013559520948,0.24267418674008834,6.574616212184648e-05,0.0005317917895893905,0.0015876568309011127,0.023015940647466437,2.8041872611714653e-06,,3.3114758950296805e-12,2.6860745597064805e-12,3.0743846288691465e-12,2.1855909950779453e-12,5.342233634557058e-13,1.1628701735017655e-13
EO,F8,-1.6486361214821014e-08,4.317760547502735e-11,0.018405315803979985,0.560135121826236,6.129030905149875e-05,0.0005233335456726899,0.001522229692713007,0.027889462472593687,2.596652738898112e-06,,3.0825377527461147e-12,2.1320260956134522e-12,2.5714608405785604e-12,2.1996032093719154e-12,4.185376007429715e-13,1.6599930784713665e-13
EO,FC3,1.2741546195285344e-08,5.139681347592439e-11,0.003910897272643812,0.44270475138487075,6.944756544889783e-05,0.0005622333378285198,0.0016637832779518005,0.025564523916595888,3.0844315343466096e-06,,3.251629687048968e-12,3.217796349202721e-12,3.819958731806643e-12,2.4595487916040954e-12,6.774382455919442e-13,1.1395406136172635e-13
EO,FCz,2.6211242584458296e-08,6.805652103438822e-11,0.039810344306710585,0.33446213984753115,7.999101292632085e-05,0.0006413643917428714,0.0019164281138864645,0.029200766327872604,4.084595430339715e-06,,4.716285045859119e-12,4.123662533395657e-12,4.314101868255047e-12,2.684043637998553e-12,9.215112584795907e-13,1.2798218372117752e-13
EO,FC4,1.5199274801827723e-08,5.021171640890491e-11,0.0925579617471708,0.3489505099833208,6.134061120247804e-05,0.0005602171292108236,0.0016429624223570029,0.022318669061747426,3.013773342171295e-06,,3.3635681871324666e-12,3.244091900525052e-12,3.7299484419443495e-12,2.4351863912025935e-12,6.576599118134869e-13,1.2168631464847555e-13
EO,T7,-3.6387031229800515e-08,4.1703507118334866e-11,-0.23945239198808282,1.1938483137779397,6.51662084462969e-05,0.00048558695627987547,0.0015056130045379029,0.022278874878159223,2.503472834586625e-06,,2.5957502915261997e-12,2.0515680083495514e-12,3.1051273456334773e-12,3.16625881483468e-12,3.544546485925822e-13,9.988378386327349e-14
EO,C3,5.4282067440281386e-09,5.346570390989234e-11,-0.04314806241862544,0.39712751714112704,6.79384902425854e-05,0.0005497439895639208,0.0017047600241846268,0.025181012061717988,3.208587496548952e-06,,3.1051506160792573e-12,3.47197354040294e-12,5.1072684606216645e-12,3.3864917334412495e-12,5.909586662363568e-13,8.816810779610434e-14
EO,Cz,2.9716556524311824e-08,7.259529977850518e-11,0.010310397583398252,0.30754235895507787,7.776535622620995e-05,0.0006738567781020109,0.0019754344786364997,0.025778716671546638,4.356609132057425e-06,,4.806109152470192e-12,4.0263607142533356e-12,4.774505811391281e-12,3.0804371121811947e-12,1.136822996285652e-12,1.3302917956928547e-13
EO,C4,1.7732634430440783e-08,4.7723409304001665e-11,0.0807836889907935,0.6645993179517138,6.473054093354826e-05,0.0005309252157691252,0.0016068513788754053,0.023263612606447773,2.865178770129511e-06,,3.135592420347074e-12,3.066248356884434e-12,4.450702790630438e-12,2.9535117032023144e-12,5.216657743787435e-13,9.596682514954734e-14
EO,T8,-2.006703964357168e-09,4.763366262139204e-11,-0.29728825789984453,1.8148994068515938,7.981038892267633e-05,0.0005082807923704396,0.001612482352772359,0.027779124100228363,2.860588616258003e-06,,2.7456960158878127e-12,2.728832207637702e-12,4.497637546740688e-12,3.963237515890123e-12,3.806040531654987e-13,8.576760042693189e-14
EO,CP3,-6.1996243242051935e-09,8.101643670323217e-11,-0.14112822239599418,0.4574265351782989,7.420651614996023e-05,0.0006423406214552502,0.002109292815760573,0.03369469553872276,4.8630610682332744e-06,,4.115685756694297e-12,5.255205254324193e-12,9.938820976597703e-12,6.790843503353403e-12,7.595105137243343e-13,9.316138115652966e-14
EO,CPz,7.968333375309412e-09,8.15528129952034e-11,-0.05176800951421474,0.4682007303320641,8.034290931966199e-05,0.0006823971407569496,0.0021043385439485627,0.0277829326102772,4.894956834867962e-06,,4.926613773948203e-12,4.178073570233188e-12,7.569226682101478e-12,5.81494016005431e-12,1.0009386444765849e-12,1.1605584137440487e-13
EO,CP4,9.735950629851121e-09,7.227527847754371e-11,-0.052804873644314666,0.8276439278281988,8.550806526975098e-05,0.0006142174134433396,0.001989952221375949,0.03361528293255545,4.340693115978975e-06,,4.486542353269552e-12,4.30506218486713e-12,8.579845232050037e-12,5.949519834882423e-12,6.340485285219631e-13,1.056587673023055e-13
EO,P7,-3.6208270199829626e-08,5.613923911917787e-11,-0.05396732696378055,0.7513297842093203,6.59537157488723e-05,0.0005289445916436235,0.0017575994689925534,0.029024627919116232,3.3702128180206253e-06,,2.943679628501405e-12,3.367418871208148e-12,6.813294854824384e-12,5.391104573793229e-12,4.131467055968182e-13,7.945686160262727e-14
EO,P3,-3.057969290351873e-08,1.016708591784807e-10,-0.17862802437097627,0.5588404489673486,8.430052664618896e-05,0.0006816410519424209,0.00237414999109606,0.04310030542242978,6.1026671991644414e-06,,4.761510995730148e-12,6.224877237769871e-12,1.3855122706429373e-11,1.0379415252812428e-11,7.645645936415733e-13,8.415171069398533e-14
EO,Pz,-1.0352293062277783e-08,1.1151644830976364e-10,-0.18039719541864502,0.6645194677501234,9.522949527838754e-05,0.0007199502154267333,0.0024846868344100097,0.04314210782984479,6.693422985238868e-06,,5.750075558167263e-12,5.23166598235816e-12,1.35270369569111e-11,1.2001688872985418e-11,8.830244157280216e-13,9.42267697277461e-14
EO,P4,1.847366863231807e-09,9.247183942915261e-11,-0.1431509793408294,0.9820225693403084,9.566983281625865e-05,0.0006487736856934302,0.0022645607790148527,0.04281682716818999,5.5508554796624505e-06,,4.609043606459103e-12,5.4878655408874205e-12,1.3047536766549027e-11,9.697500776464755e-12,6.510967420468386e-13,8.681096350429175e-14
EO,P8,-2.091868114286901e-08,7.030783433763283e-11,-0.1411332730622384,1.2544971420542552,8.289691350492896e-05,0.0005705295934128943,0.0019732270708711385,0.03680550326410295,4.221033971126832e-06,,3.5531163227436145e-12,3.984866481222958e-12,9.652315257901949e-12,7.492699586477662e-12,4.4226039533810256e-13,9.13781852358323e-14
EO,O1,-4.563789831736268e-08,1.0050490840465317e-10,-0.0893536376676867,0.6754418947445164,9.13813773135943e-05,0.0006523110853405268,0.0023676600862893786,0.042889317459671526,6.0335085727221355e-06,,4.9152445290409394e-12,4.312751594407415e-12,1.2322090544052529e-11,1.3307640518707564e-11,5.714773606083011e-13,8.914808371509293e-14
EO,Oz,-4.7562714891601494e-08,1.0858152286796791e-10,-0.1582141892113622,0.8132772285390066,9.611936072351487e-05,0.0006670477350349526,0.0024639504211812794,0.04356163821202771,6.5202823578892325e-06,,5.3950802523388005e-12,3.909767365529129e-12,1.2643717295098674e-11,1.492387783932188e-11,5.795807597362582e-13,9.374333856722225e-14
EO,O2,-3.5853881812929736e-08,1.0679349355849796e-10,-0.20663886533316775,1.0714318673607268,9.435259396501998e-05,0.0006581523327925011,0.0024444801908405115,0.0502041567898289,6.411719479722398e-06,,4.966922952248752e-12,4.221447561097871e-12,1.4230218747705245e-11,1.476132183189039e-11,5.465563407343707e-13,9.048077931617846e-14
EO,Erbs,1.8506324025008675e-08,2.1790120067885238e-09,-4.065782573157164,19.65417869964549,0.0003851441952826499,0.0032635992621053225,0.01095943757333752,0.1892281737642292,0.00013076081674795082,,8.471600651622948e-11,1.7738307916836097e-10,1.7258133153579827e-10,8.468147049387253e-11,4.6011714653943206e-11,1.1429610285398132e-12
EO,OrbOcc,-4.169935544891841e-08,3.9892297493459304e-11,0.10968661617038239,0.49249089132018575,6.221596863686333e-05,0.00048412270374580346,0.0014695667503815775,0.0323349159858465,2.394722141487884e-06,,3.815848662983072e-12,1.4859837452628774e-12,2.3269511116596493e-12,1.7323094496169875e-12,3.6835742343428103e-13,1.2212718915621614e-13
EO,Mass,4.583436258393992e-09,2.8878980342807098e-11,-0.47247630789117584,1.7069064303790142,5.4799719409881454e-05,0.00043186645089133527,0.0012435800579972246,0.02277385988445034,1.7330866637049196e-06,,2.1526513328776344e-12,1.3817917560403335e-12,1.6641231164897722e-12,1.13372341466263e-12,3.6255100801024795e-13,1.1428402620392048e-13
EO,F3_F4_alpha_asymmetry,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14
EC,Fp1,-5.1988873567815676e-08,1.766589763080781e-10,0.1256613218624664,0.6047921209379354,0.00012577488196571942,0.0008870499041680448,0.0031326303965862447,0.06907457460986086,1.0602275021032802e-05,,9.703782623565657e-12,1.1080243935921934e-11,2.360485968010811e-11,1.5426749768207694e-11,8.104068314593861e-13,2.1232992844085948e-13
EC,Fp2,-1.744153389944394e-08,2.1153127381030747e-10,0.11471728476603417,0.7176843704080151,0.0001532941741556258,0.0009511462394500178,0.0034333438666930634,0.06869774760148027,1.2693516338973761e-05,,1.4496152803146348e-11,1.3060274711525109e-11,2.571116779153431e-11,1.6768571267767625e-11,8.848085663162672e-13,2.1258333767016035e-13
EC,F7,-3.9130735774649316e-08,1.3842632680953852e-10,-0.016151875700069235,0.21519088500617345,9.805061411854154e-05,0.00080311012035305,0.002767869379071532,0.06088088267291446,8.308343605291912e-06,,7.784646299132997e-12,8.743458938894916e-12,1.655854245862156e-11,1.1270009201321259e-11,6.979507807792037e-13,2.1047415036045492e-13
EC,F3,-4.5193193541020535e-08,1.935544884699995e-10,0.12162088937258779,0.14635149616095067,0.00011849037400880393,0.0009318377693458695,0.003278055962746474,0.07350002745426236,1.1617320204269601e-05,,9.891321740361418e-12,1.3726568359134218e-11,2.709785986376045e-11,1.7906402363058353e-11,1.016232493553395e-12,1.9793260531214098e-13
EC,Fz,-4.4468794930744274e-08,2.460895490561219e-10,0.12967838292263828,0.32226320695152477,0.00014743967090833973,0.0010358313950192737,0.0037004436473837407,0.07701113438975195,1.4768122537120785e-05,,1.048860828277525e-11,2.1470877909258837e-11,3.501731601683024e-11,2.244309755212289e-11,1.2531689603794668e-12,1.9403595513451737e-13
EC,F4,-2.7819207250485495e-08,2.2994053396731724e-10,0.07294412232868752,0.8151940035960528,0.00017394473090687825,0.0010098639890614213,0.003574540952354181,0.06889282699212596,1.3797770599141628e-05,,1.1677426946071782e-11,1.874902050481533e-11,3.0600107714857376e-11,2.007554741749885e-11,1.1382723889425122e-12,2.1636888124084651e-13
EC,F8,-2.7809360730847287e-08,1.6543044447854832e-10,0.015453303398316883,0.9107792012619145,0.00014801903361116333,0.0008890121133018034,0.0030225861156304105,0.05591769138214223,9.927473493598234e-06,,1.0179385450762208e-11,1.120571829834471e-11,1.9573973366170193e-11,1.343969519319007e-11,8.365455297312812e-13,2.7444409705047713e-13
EC,FC3,-5.339060184306216e-08,1.9538251986637942e-10,0.10536368634487388,0.11288998329263311,0.00011913300399992588,0.0009470949717958471,0.003290398075594344,0.07399757471218323,1.172764809423062e-05,,7.899645523958444e-12,1.4931683646873475e-11,2.8470658514924146e-11,1.9116482411484498e-11,1.2097562165108157e-12,1.9174364238446923e-13
EC,FCz,-4.494255438270359e-08,2.7587010509786384e-10,0.1125923049303665,0.2679369830164209,0.00014297459820709397,0.0011046573434951306,0.0039157230833781614,0.07914730501220725,1.6555381727329505e-05,,1.1622240131667104e-11,2.4028396130775295e-11,3.85640258986449e-11,2.489334615025934e-11,1.5608839709737917e-12,2.0726176923239567e-13
EC,FC4,-1.7598271412651748e-08,2.5278171682563757e-10,0.0820561190842094,0.9202747311341355,0.0001821358442112539,0.0010639323950102175,0.003746428672271108,0.06746599696584832,1.5168660264991972e-05,,1.1364104044056546e-11,2.3153880271720575e-11,3.415176434812949e-11,2.246027159942396e-11,1.4176725118537906e-12,2.1371194684111406e-13
EC,T7,-4.939215670931692e-08,8.727447123031816e-11,-0.17302611218321085,1.2175478819786463,0.00010857517500344252,0.000678434841396075,0.0021855440159466205,0.04129941294144796,5.239041383059574e-06,,3.734221193251135e-12,8.015401414740653e-12,9.08277013057596e-12,6.920433506131242e-12,5.727624783596581e-13,1.7427807602820215e-13
EC,C3,-5.144771857981399e-08,1.634043649786998e-10,0.0718186227153968,0.00597824463962171,9.58497232169766e-05,0.0008727060897778257,0.0030072071782115462,0.0672473986554981,9.80967339023164e-06,,6.656171303223327e-12,1.2028583414405593e-11,2.3466171761424398e-11,1.6614638945560714e-11,1.0454302354434449e-12,1.7536460226963169e-13
EC,Cz,-3.790070804220798e-08,2.893625294504951e-10,0.10299445243653788,0.1383481384684715,0.00014045523920078255,0.001147923576150298,0.004005618243176197,0.07879954722161432,1.7365424630259612e-05,,1.2738600719065592e-11,2.2418513638716185e-11,3.97521804332129e-11,2.7053865653558796e-11,1.9613882789675837e-12,2.093139714010705e-13
EC,C4,-1.308277609923379e-08,2.201488722535156e-10,0.11017322915123548,0.6335177493524391,0.0001518728534792244,0.0009981216447372482,0.003494761255678278,0.05975756876961945,1.3210510854260077e-05,,1.0524720286539176e-11,1.8662638087615314e-11,2.971599053348198e-11,2.0789136879889688e-11,1.2527434896460904e-12,2.0139050743052484e-13
EC,T8,-5.015392605601485e-09,1.3068102991027367e-10,-0.09053619743168327,1.7386961418340263,0.00014617654463862202,0.0007898101943594144,0.002686532189257619,0.04512506473902368,7.84214080675816e-06,,7.145083607210868e-12,1.0704861521513783e-11,1.495312956413585e-11,1.1305578777643739e-11,7.218877334280801e-13,1.740320727060196e-13
EC,CP3,-4.428566212781127e-08,1.8347171855363747e-10,0.034402277484114105,0.02958973255783004,0.00010506559577692077,0.0009215252836421903,0.0031874382125867094,0.05942766564372341,1.1014269346024935e-05,,7.427563001591293e-12,1.3295625010396453e-11,2.57833607552481e-11,1.9366581896932098e-11,1.209411746109356e-12,1.7388834461049663e-13
EC,CPz,-2.1691404300230605e-08,2.7740358922361584e-10,0.09012454661490246,-0.01681407809431379,0.00012679448736399362,0.001118486172826446,0.003923527045632979,0.07494542601300867,1.664724586483224e-05,,1.2828881948767057e-11,1.8897024955883597e-11,3.699666637526766e-11,2.8871553101990165e-11,1.861534604690695e-12,2.0547883434610783e-13
EC,CP4,-9.583558139080542e-09,2.366313836060831e-10,0.11342251595342215,0.28244221029508276,0.0001364254873917718,0.0010229752830274235,0.0036265851695198746,0.06209394811751244,1.419909514926609e-05,,1.402505902165168e-11,1.756580981811615e-11,2.9729524252178185e-11,2.2526387560563192e-11,1.27132004271666e-12,1.9489398612904746e-13
EC,P7,-2.711481760148356e-08,9.979400762310828e-11,-0.08692222387304,0.12861122556525073,8.580534560307157e-05,0.0006999356533769752,0.0023447972269573262,0.035814043799101594,5.991509743372656e-06,,3.761640448925108e-12,7.631158137509313e-12,1.3043743998793252e-11,1.0137494041717021e-11,6.093050942058777e-13,1.471602771161531e-13
EC,P3,-3.910351944441644e-08,1.9986335477370587e-10,-0.013054834436322153,0.01076628248836009,0.00010877607320307437,0.0009365379663921613,0.003333974994461407,0.057787580613740716,1.1997595833555218e-05,,7.852312064596215e-12,1.3466874064403786e-11,2.6974460818584905e-11,2.30763374807549e-11,1.168385138683588e-12,1.6607060357353572e-13
EC,Pz,-3.914496300475192e-09,2.9243583202597693e-10,0.03619755190696747,-0.07303732068300128,0.00012393537944273451,0.0011022965394906928,0.004041283272368368,0.0848015905191098,1.7549302771625535e-05,,1.2718855925259926e-11,1.7602670932921462e-11,3.709500792400784e-11,3.5285263451402975e-11,1.5963459906612263e-12,1.8462344411638188e-13
EC,P4,1.279807614010199e-08,2.329813810439696e-10,0.07786111732892011,0.14268795022607828,0.0001330033642079162,0.0010004687370100845,0.0036025898935326097,0.06926773949189718,1.3980281897197637e-05,,1.0835131483113354e-11,1.6419312819969863e-11,2.980760016402575e-11,2.551365954610884e-11,1.2040786417333899e-12,1.6909956304470175e-13
EC,P8,4.706607229838438e-08,1.431330514137909e-10,0.016531205296665984,0.2574845623657245,0.00010093843544516322,0.0007911277749016932,0.002821818960762035,0.06163733184735246,8.589156072750027e-06,,6.382068329590934e-12,8.983743166128036e-12,1.776620787979344e-11,1.550684891615592e-11,6.94162718589114e-13,1.4616760057826814e-13
EC,O1,3.925185707344165e-09,2.0304440946667934e-10,-0.059931796160732194,-0.031594880998837116,0.00010764048922650804,0.0008844526744973388,0.003376539366314993,0.07984119270440694,1.2185338786289894e-05,,6.807714309632629e-12,8.290863990453849e-12,2.0647014035659678e-11,2.980497442456237e-11,8.467527095786247e-13,1.5531511427934145e-13
EC,Oz,3.485065132493996e-08,2.368569012040392e-10,-0.01764311263005278,0.0006377773343611004,0.00012329340294363225,0.0009320660836470244,0.0036528687817082113,0.0878330908278485,1.421310540142119e-05,,8.271602641970485e-12,9.190495337011853e-12,2.0795529028671388e-11,3.5186141867137454e-11,8.851630061737366e-13,1.5932049566946555e-13
EC,O2,6.839997157332167e-08,2.3032957079357492e-10,-0.0012456621098746253,0.11213644801438916,0.00012386629553827117,0.0009259568580052022,0.003600465228389569,0.0823628406000983,1.3821048594209835e-05,,8.210061039983513e-12,9.430209372110941e-12,2.1578046923315027e-11,3.2573732573732375e-11,8.826520797243195e-13,1.514578539612677e-13
EC,Erbs,-5.001214120219221e-08,2.1480588862004058e-09,-4.058682181803549,19.768094446409457,0.000373384675697,0.0032171372604519613,0.010887614765248368,0.257280039760308,0.00012889556830988815,,8.507049097210063e-11,1.7318550142033463e-10,1.687068258470959e-10,8.519203140060906e-11,4.538028205560252e-11,1.1110194700819277e-12
EC,OrbOcc,-2.0002359625204883e-08,1.1472443296590834e-10,0.0428321166450709,0.13434601327826412,8.449512575046679e-05,0.0007254771050864818,0.002521411733159115,0.0481416238768674,6.8850504752851905e-06,,8.194318921577502e-12,4.5794432700334796e-12,1.0679831853743508e-11,7.244143300460631e-12,5.872726749478724e-13,2.3170343761089196e-13
EC,Mass,-1.4509809452996535e-08,6.096362721945723e-11,-0.06830124216522739,0.7139484450376372,7.791327841200712e-05,0.0006088964804313999,0.0018130797646196293,0.02896938833765618,3.658235594570037e-06,,3.8822095251112e-12,3.3357856228784814e-12,5.537988031340077e-12,3.6425387258008635e-12,6.077967900162991e-13,2.0956688050955001e-13
EC,F3_F4_alpha_asymmetry,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12
